DriverNumber,LapNumber,Sector1Time,Sector2Time,Sector3Time,SpeedI1,SpeedI2,SpeedFL,TyreLife,HARD,INTERMEDIATE,MEDIUM,SOFT,WET
33,45.0,30.531000000000002,41.845000000000006,23.401,238.0,248.0,282.0,13.0,0,0,1,0,0
33,46.0,30.522000000000002,41.815000000000005,23.606,239.0,249.0,281.0,14.0,0,0,1,0,0
33,48.0,30.371000000000002,41.771,23.577,238.0,251.0,281.0,16.0,0,0,1,0,0
33,49.0,30.713,42.244,23.594,240.0,252.0,281.0,17.0,0,0,1,0,0
33,50.0,30.506,41.854,23.610000000000003,238.0,252.0,281.0,18.0,0,0,1,0,0
33,51.0,30.675,41.868,23.489,240.0,252.0,282.0,19.0,0,0,1,0,0
33,53.0,30.417,42.076,23.518,241.0,254.0,283.0,21.0,0,0,1,0,0
33,54.0,30.438000000000002,42.123000000000005,23.671000000000003,240.0,255.0,278.0,22.0,0,0,1,0,0
44,2.0,18.14,43.937000000000005,40.663000000000004,269.0,273.0,217.0,5.0,0,0,1,0,0
44,3.0,18.213,43.681000000000004,40.609,271.0,280.0,216.0,6.0,0,0,1,0,0
44,4.0,18.293000000000003,43.899,40.724000000000004,267.0,279.0,216.0,7.0,0,0,1,0,0
44,5.0,18.129,43.867000000000004,41.134,273.0,286.0,218.0,8.0,0,0,1,0,0
44,6.0,18.138,43.956,40.764,271.0,279.0,217.0,9.0,0,0,1,0,0
44,9.0,18.053,44.144000000000005,40.677,270.0,280.0,217.0,12.0,0,0,1,0,0
44,10.0,18.148,44.096000000000004,40.663000000000004,271.0,280.0,217.0,13.0,0,0,1,0,0
44,11.0,18.081,44.061,40.637,274.0,281.0,216.0,14.0,0,0,1,0,0
44,12.0,18.125,44.127,40.815000000000005,272.0,279.0,217.0,15.0,0,0,1,0,0
44,13.0,18.081,43.951,40.588,273.0,283.0,216.0,16.0,0,0,1,0,0
44,15.0,17.874000000000002,44.089000000000006,40.481,277.0,287.0,217.0,18.0,0,0,1,0,0
44,16.0,17.898,43.926,40.468,274.0,285.0,218.0,19.0,0,0,1,0,0
44,17.0,17.912000000000003,44.050000000000004,40.512,275.0,285.0,217.0,20.0,0,0,1,0,0
44,18.0,17.950000000000003,43.942,40.518,274.0,286.0,217.0,21.0,0,0,1,0,0
44,19.0,17.881,43.903000000000006,40.445,276.0,287.0,217.0,22.0,0,0,1,0,0
44,20.0,17.887,43.88,40.89,275.0,288.0,217.0,23.0,0,0,1,0,0
44,21.0,17.838,44.066,41.776,277.0,293.0,215.0,24.0,0,0,1,0,0
44,22.0,17.978,43.836000000000006,40.992000000000004,273.0,292.0,214.0,25.0,0,0,1,0,0
44,23.0,17.900000000000002,43.969,41.909000000000006,281.0,289.0,214.0,26.0,0,0,1,0,0
44,25.0,17.925,44.127,41.069,277.0,291.0,216.0,28.0,0,0,1,0,0
44,28.0,17.867,43.211000000000006,39.992000000000004,275.0,290.0,220.0,2.0,1,0,0,0,0
44,29.0,17.802,43.53,40.412,276.0,282.0,221.0,3.0,1,0,0,0,0
44,31.0,17.927,43.407000000000004,40.235,275.0,282.0,221.0,5.0,1,0,0,0,0
44,33.0,17.919,43.474000000000004,40.188,276.0,281.0,220.0,7.0,1,0,0,0,0
44,34.0,17.918000000000003,43.819,40.569,278.0,282.0,220.0,8.0,1,0,0,0,0
44,35.0,17.809,43.739000000000004,40.297000000000004,279.0,292.0,218.0,9.0,1,0,0,0,0
44,36.0,17.889,43.725,40.401,276.0,285.0,219.0,10.0,1,0,0,0,0
44,37.0,17.839000000000002,43.684000000000005,40.501000000000005,277.0,289.0,219.0,11.0,1,0,0,0,0
44,38.0,17.749000000000002,43.68,41.512,280.0,290.0,214.0,12.0,1,0,0,0,0
44,39.0,17.868000000000002,43.616,40.096000000000004,277.0,289.0,220.0,13.0,1,0,0,0,0
44,41.0,17.722,43.653000000000006,40.601,279.0,294.0,219.0,15.0,1,0,0,0,0
44,42.0,17.771,43.734,40.648,278.0,289.0,219.0,16.0,1,0,0,0,0
44,43.0,17.68,43.291000000000004,40.334,280.0,294.0,222.0,17.0,1,0,0,0,0
44,45.0,17.397000000000002,43.069,39.542,281.0,292.0,221.0,19.0,1,0,0,0,0
44,47.0,17.859,43.587,40.079,278.0,292.0,222.0,21.0,1,0,0,0,0
44,50.0,17.626,43.594,40.405,279.0,290.0,222.0,24.0,1,0,0,0,0
44,51.0,17.712,43.495000000000005,40.762,280.0,291.0,226.0,25.0,1,0,0,0,0
44,52.0,17.36,44.050000000000004,40.683,284.0,290.0,226.0,26.0,1,0,0,0,0
44,54.0,17.678,43.873000000000005,40.457,279.0,286.0,219.0,28.0,1,0,0,0,0
44,55.0,17.838,43.837,41.191,275.0,274.0,171.0,29.0,1,0,0,0,0
33,2.0,18.040000000000003,43.910000000000004,41.331,276.0,284.0,214.0,5.0,0,0,1,0,0
33,3.0,18.062,43.864000000000004,41.319,272.0,285.0,214.0,6.0,0,0,1,0,0
33,4.0,18.015,43.967000000000006,41.326,271.0,283.0,215.0,7.0,0,0,1,0,0
33,5.0,18.059,44.103,41.344,270.0,282.0,215.0,8.0,0,0,1,0,0
33,6.0,18.184,44.07,41.545,267.0,287.0,215.0,9.0,0,0,1,0,0
33,7.0,18.014,44.067,41.175000000000004,274.0,285.0,214.0,10.0,0,0,1,0,0
33,8.0,18.162000000000003,43.912000000000006,41.132000000000005,270.0,286.0,215.0,11.0,0,0,1,0,0
33,9.0,18.089000000000002,44.034000000000006,41.18,271.0,283.0,215.0,12.0,0,0,1,0,0
33,10.0,18.05,44.135000000000005,41.257000000000005,269.0,285.0,214.0,13.0,0,0,1,0,0
33,11.0,18.075000000000003,44.067,41.262,274.0,282.0,214.0,14.0,0,0,1,0,0
33,12.0,17.997,44.045,41.21,273.0,288.0,216.0,15.0,0,0,1,0,0
33,13.0,17.992,44.103,40.915,272.0,285.0,215.0,16.0,0,0,1,0,0
33,15.0,18.033,44.192,40.832,273.0,284.0,216.0,18.0,0,0,1,0,0
33,16.0,17.959,44.081,40.794000000000004,270.0,282.0,215.0,19.0,0,0,1,0,0
33,19.0,18.087,44.228,40.851,269.0,282.0,217.0,22.0,0,0,1,0,0
33,20.0,17.971,44.082,40.957,272.0,281.0,216.0,23.0,0,0,1,0,0
33,21.0,17.955000000000002,44.084,40.985,271.0,285.0,216.0,24.0,0,0,1,0,0
33,22.0,17.94,44.229,41.021,270.0,281.0,215.0,25.0,0,0,1,0,0
33,23.0,17.934,44.097,41.032000000000004,272.0,282.0,215.0,26.0,0,0,1,0,0
33,27.0,18.014,43.628,41.256,274.0,289.0,219.0,2.0,1,0,0,0,0
33,28.0,17.696,43.68,40.275000000000006,276.0,284.0,219.0,3.0,1,0,0,0,0
33,29.0,17.764,43.502,40.435,281.0,290.0,219.0,4.0,1,0,0,0,0
33,30.0,17.66,43.552,40.685,272.0,285.0,219.0,5.0,1,0,0,0,0
33,31.0,17.575000000000003,43.295,41.651,278.0,301.0,218.0,6.0,1,0,0,0,0
33,32.0,17.679000000000002,43.995000000000005,40.924,281.0,299.0,219.0,7.0,1,0,0,0,0
33,33.0,17.792,43.668,40.523,272.0,282.0,219.0,8.0,1,0,0,0,0
33,34.0,17.747,43.622,40.325,271.0,283.0,220.0,9.0,1,0,0,0,0
33,35.0,17.892,43.645,40.749,272.0,289.0,219.0,10.0,1,0,0,0,0
33,36.0,17.847,43.793,40.921,274.0,279.0,219.0,11.0,1,0,0,0,0
33,37.0,17.889,43.522000000000006,40.365,275.0,281.0,220.0,12.0,1,0,0,0,0
33,38.0,17.779,43.566,40.21,277.0,288.0,220.0,13.0,1,0,0,0,0
33,39.0,17.679000000000002,43.621,40.241,273.0,285.0,220.0,14.0,1,0,0,0,0
33,40.0,17.902,43.546,40.330000000000005,275.0,281.0,220.0,15.0,1,0,0,0,0
33,41.0,17.738,43.617000000000004,40.469,276.0,285.0,219.0,16.0,1,0,0,0,0
33,43.0,17.76,43.531000000000006,40.464000000000006,281.0,292.0,219.0,18.0,1,0,0,0,0
33,44.0,17.764,43.552,40.730000000000004,274.0,293.0,219.0,19.0,1,0,0,0,0
33,45.0,17.694000000000003,43.484,40.777,276.0,286.0,221.0,20.0,1,0,0,0,0
33,46.0,17.659000000000002,43.755,40.260000000000005,268.0,292.0,220.0,21.0,1,0,0,0,0
33,47.0,17.666,43.536,40.39,276.0,286.0,221.0,22.0,1,0,0,0,0
33,48.0,17.681,43.308,40.284000000000006,277.0,297.0,220.0,23.0,1,0,0,0,0
33,49.0,17.664,43.416000000000004,40.695,279.0,294.0,217.0,24.0,1,0,0,0,0
33,50.0,17.688000000000002,43.301,40.344,277.0,304.0,220.0,25.0,1,0,0,0,0
33,52.0,17.501,43.487,40.755,281.0,299.0,217.0,27.0,1,0,0,0,0
33,53.0,17.625,43.289,40.935,287.0,306.0,220.0,28.0,1,0,0,0,0
33,54.0,17.484,43.626000000000005,40.454,278.0,303.0,221.0,29.0,1,0,0,0,0
33,55.0,17.561,43.485,40.073,275.0,291.0,218.0,30.0,1,0,0,0,0
44,6.0,31.568,48.877,29.725,311.0,198.0,218.0,11.0,0,0,0,1,0
44,7.0,31.674000000000003,48.567,29.719,307.0,197.0,217.0,12.0,0,0,0,1,0
44,8.0,31.517000000000003,48.362,29.632,311.0,197.0,217.0,13.0,0,0,0,1,0
44,10.0,31.507,48.709,29.642000000000003,312.0,193.0,219.0,15.0,0,0,0,1,0
44,11.0,31.262,48.659000000000006,29.712000000000003,326.0,184.0,219.0,16.0,0,0,0,1,0
44,12.0,31.465000000000003,48.447,29.539,313.0,197.0,218.0,17.0,0,0,0,1,0
44,13.0,31.506,48.35,29.499000000000002,314.0,196.0,217.0,18.0,0,0,0,1,0
44,14.0,31.432000000000002,48.236000000000004,29.566000000000003,313.0,196.0,216.0,19.0,0,0,0,1,0
44,16.0,31.55,47.800000000000004,29.596,309.0,197.0,218.0,21.0,0,0,0,1,0
44,18.0,31.537000000000003,47.973000000000006,29.609,306.0,195.0,218.0,23.0,0,0,0,1,0
44,19.0,31.568,48.087,29.584000000000003,309.0,198.0,219.0,24.0,0,0,0,1,0
44,20.0,31.531000000000002,47.923,29.636000000000003,310.0,200.0,218.0,25.0,0,0,0,1,0
44,24.0,31.332,46.225,29.023000000000003,308.0,205.0,223.0,2.0,0,0,1,0,0
44,25.0,31.261000000000003,46.549,29.049000000000003,307.0,204.0,222.0,3.0,0,0,1,0,0
44,26.0,31.181,46.509,29.041,309.0,203.0,221.0,4.0,0,0,1,0,0
44,27.0,31.142000000000003,46.550000000000004,28.982000000000003,312.0,201.0,221.0,5.0,0,0,1,0,0
44,28.0,31.076,46.888000000000005,29.027,314.0,202.0,221.0,6.0,0,0,1,0,0
44,29.0,31.094,47.378,29.779000000000003,317.0,199.0,221.0,7.0,0,0,1,0,0
44,31.0,30.815,48.206,29.476000000000003,331.0,201.0,227.0,9.0,0,0,1,0,0
44,32.0,30.840000000000003,47.151,29.126,343.0,203.0,221.0,10.0,0,0,1,0,0
44,33.0,31.535000000000004,46.899,29.342000000000002,310.0,204.0,222.0,11.0,0,0,1,0,0
44,34.0,31.324,46.768,29.353,303.0,203.0,221.0,12.0,0,0,1,0,0
44,35.0,31.303,46.494,29.114,313.0,201.0,222.0,13.0,0,0,1,0,0
44,36.0,31.228,46.602000000000004,29.209000000000003,310.0,201.0,221.0,14.0,0,0,1,0,0
44,37.0,31.251,46.417,29.155,312.0,201.0,222.0,15.0,0,0,1,0,0
44,39.0,31.248,46.902,29.248,311.0,201.0,222.0,17.0,0,0,1,0,0
44,41.0,31.181,47.126000000000005,29.239,313.0,198.0,223.0,19.0,0,0,1,0,0
44,42.0,31.198,47.689,29.244000000000003,318.0,194.0,222.0,20.0,0,0,1,0,0
44,43.0,31.308000000000003,47.190000000000005,29.196,313.0,200.0,222.0,21.0,0,0,1,0,0
44,44.0,31.206000000000003,47.891000000000005,29.37,319.0,198.0,205.0,22.0,0,0,1,0,0
44,2.0,29.161,37.504000000000005,25.258000000000003,298.0,257.0,246.0,6.0,0,0,1,0,0
44,3.0,29.079,37.230000000000004,25.326,303.0,264.0,249.0,7.0,0,0,1,0,0
44,4.0,28.860000000000003,37.917,25.281000000000002,307.0,262.0,246.0,8.0,0,0,1,0,0
44,5.0,29.107000000000003,37.308,25.125,303.0,259.0,247.0,9.0,0,0,1,0,0
44,6.0,29.037000000000003,36.859,25.071,291.0,261.0,246.0,10.0,0,0,1,0,0
44,7.0,28.915000000000003,36.95,25.075000000000003,305.0,261.0,245.0,11.0,0,0,1,0,0
44,8.0,28.913,36.946000000000005,24.991000000000003,307.0,262.0,246.0,12.0,0,0,1,0,0
44,9.0,28.908,37.122,25.110000000000003,306.0,261.0,248.0,13.0,0,0,1,0,0
44,10.0,28.942,37.06,24.970000000000002,305.0,263.0,247.0,14.0,0,0,1,0,0
44,11.0,28.995,37.024,24.968,303.0,262.0,247.0,15.0,0,0,1,0,0
44,12.0,29.048000000000002,36.892,24.964000000000002,305.0,262.0,247.0,16.0,0,0,1,0,0
44,15.0,28.976000000000003,36.949000000000005,24.952,306.0,262.0,247.0,19.0,0,0,1,0,0
44,16.0,29.068,37.009,24.929000000000002,290.0,258.0,247.0,20.0,0,0,1,0,0
44,17.0,28.831000000000003,36.594,24.811,293.0,260.0,247.0,21.0,0,0,1,0,0
44,18.0,29.076,36.795,25.108,285.0,258.0,247.0,22.0,0,0,1,0,0
44,19.0,28.899,36.743,25.142000000000003,289.0,256.0,247.0,23.0,0,0,1,0,0
44,25.0,28.657,36.784,24.568,289.0,263.0,250.0,5.0,1,0,0,0,0
44,26.0,28.723000000000003,36.668,24.599,288.0,263.0,249.0,6.0,1,0,0,0,0
44,27.0,28.535,36.619,24.447000000000003,290.0,263.0,250.0,7.0,1,0,0,0,0
44,28.0,28.557000000000002,36.485,24.462000000000003,288.0,264.0,250.0,8.0,1,0,0,0,0
44,29.0,28.429000000000002,36.217,24.544,291.0,265.0,250.0,9.0,1,0,0,0,0
44,30.0,28.555000000000003,36.555,24.649,288.0,262.0,251.0,10.0,1,0,0,0,0
44,31.0,28.432000000000002,36.385000000000005,24.446,289.0,263.0,252.0,11.0,1,0,0,0,0
44,32.0,28.644000000000002,36.387,24.478,287.0,263.0,250.0,12.0,1,0,0,0,0
44,33.0,28.558000000000003,36.582,24.389000000000003,289.0,264.0,250.0,13.0,1,0,0,0,0
44,35.0,28.535,36.301,24.422,288.0,264.0,251.0,15.0,1,0,0,0,0
44,36.0,28.479000000000003,36.318000000000005,24.393,289.0,266.0,252.0,16.0,1,0,0,0,0
44,37.0,28.605,36.669000000000004,24.382,288.0,263.0,249.0,17.0,1,0,0,0,0
44,38.0,28.495,36.222,24.322000000000003,289.0,266.0,250.0,18.0,1,0,0,0,0
44,39.0,28.657,36.382000000000005,24.232000000000003,288.0,267.0,251.0,19.0,1,0,0,0,0
44,40.0,28.558000000000003,36.182,24.245,293.0,266.0,251.0,20.0,1,0,0,0,0
44,41.0,28.372000000000003,35.979,24.217000000000002,291.0,267.0,252.0,21.0,1,0,0,0,0
44,42.0,28.445,35.918,24.271,290.0,267.0,252.0,22.0,1,0,0,0,0
44,43.0,28.301000000000002,36.043,24.278000000000002,291.0,268.0,252.0,23.0,1,0,0,0,0
44,44.0,28.668000000000003,35.983000000000004,24.176000000000002,289.0,267.0,252.0,24.0,1,0,0,0,0
44,45.0,28.412000000000003,36.068000000000005,24.361,288.0,267.0,253.0,25.0,1,0,0,0,0
44,46.0,28.127000000000002,36.455000000000005,24.328000000000003,312.0,265.0,252.0,26.0,1,0,0,0,0
44,47.0,28.485000000000003,36.185,24.393,288.0,267.0,252.0,27.0,1,0,0,0,0
44,49.0,28.397000000000002,36.087,24.192,287.0,267.0,251.0,29.0,1,0,0,0,0
44,51.0,28.701,36.367000000000004,24.643,289.0,264.0,254.0,31.0,1,0,0,0,0
44,52.0,28.075000000000003,35.375,23.919,298.0,269.0,252.0,32.0,1,0,0,0,0
33,2.0,29.184,37.483000000000004,25.528000000000002,290.0,260.0,247.0,7.0,0,0,1,0,0
33,3.0,28.736,37.728,25.465,306.0,261.0,246.0,8.0,0,0,1,0,0
33,4.0,28.815,37.553000000000004,25.248,305.0,260.0,246.0,9.0,0,0,1,0,0
33,5.0,28.988000000000003,37.369,25.567,306.0,262.0,245.0,10.0,0,0,1,0,0
33,6.0,28.931,37.175000000000004,25.284000000000002,304.0,260.0,247.0,11.0,0,0,1,0,0
33,7.0,28.971,37.197,25.19,306.0,262.0,248.0,12.0,0,0,1,0,0
33,8.0,28.763,37.273,25.338,309.0,259.0,247.0,13.0,0,0,1,0,0
33,9.0,28.841,37.412,25.405,307.0,261.0,247.0,14.0,0,0,1,0,0
33,10.0,28.817,37.21,25.937,306.0,260.0,246.0,15.0,0,0,1,0,0
33,11.0,29.655,37.433,25.665000000000003,313.0,264.0,246.0,16.0,0,0,1,0,0
33,12.0,28.865000000000002,36.957,25.5,303.0,263.0,247.0,17.0,0,0,1,0,0
33,15.0,28.738000000000003,36.952000000000005,25.221,303.0,262.0,249.0,2.0,0,0,1,0,0
33,16.0,29.075000000000003,37.534,25.03,307.0,262.0,250.0,3.0,0,0,1,0,0
33,17.0,28.477,37.766000000000005,25.335,319.0,261.0,250.0,4.0,0,0,1,0,0
33,19.0,28.885,36.744,25.292,303.0,260.0,250.0,6.0,0,0,1,0,0
33,25.0,28.772000000000002,36.783,25.185000000000002,292.0,265.0,249.0,5.0,1,0,0,0,0
33,26.0,28.44,37.160000000000004,25.383000000000003,309.0,264.0,247.0,6.0,1,0,0,0,0
33,27.0,28.469,36.745000000000005,24.725,310.0,263.0,249.0,7.0,1,0,0,0,0
33,28.0,28.490000000000002,36.5,24.835,294.0,262.0,250.0,8.0,1,0,0,0,0
33,29.0,28.482000000000003,36.631,24.915000000000003,291.0,263.0,250.0,9.0,1,0,0,0,0
33,30.0,28.509,36.482,24.866000000000003,290.0,264.0,250.0,10.0,1,0,0,0,0
33,32.0,28.496000000000002,36.371,24.828000000000003,292.0,263.0,251.0,12.0,1,0,0,0,0
33,33.0,28.522000000000002,36.439,24.719,293.0,264.0,251.0,13.0,1,0,0,0,0
33,34.0,28.340000000000003,36.445,24.665000000000003,304.0,267.0,250.0,14.0,1,0,0,0,0
33,35.0,28.419,36.378,24.727,305.0,266.0,252.0,15.0,1,0,0,0,0
33,37.0,28.474,36.506,37.925000000000004,308.0,269.0,202.0,17.0,1,0,0,0,0
33,38.0,29.76,36.974000000000004,24.775000000000002,287.0,265.0,249.0,18.0,1,0,0,0,0
33,39.0,28.602,36.552,24.797,289.0,266.0,250.0,19.0,1,0,0,0,0
33,40.0,28.497000000000003,36.46,24.76,292.0,265.0,249.0,20.0,1,0,0,0,0
33,41.0,28.522000000000002,36.558,24.573,290.0,265.0,250.0,21.0,1,0,0,0,0
33,42.0,28.501,36.454,24.82,292.0,267.0,249.0,22.0,1,0,0,0,0
33,43.0,28.482000000000003,36.337,24.59,291.0,266.0,250.0,23.0,1,0,0,0,0
33,44.0,28.413,36.438,24.681,290.0,267.0,251.0,24.0,1,0,0,0,0
33,46.0,28.396,36.332,24.615000000000002,292.0,266.0,251.0,26.0,1,0,0,0,0
33,47.0,28.407,36.253,24.631,291.0,267.0,250.0,27.0,1,0,0,0,0
33,48.0,28.501,36.433,24.8,289.0,265.0,248.0,28.0,1,0,0,0,0
33,49.0,28.543000000000003,36.483000000000004,24.877000000000002,288.0,266.0,249.0,29.0,1,0,0,0,0
33,50.0,28.553,36.459,24.704,289.0,266.0,250.0,30.0,1,0,0,0,0
33,51.0,28.541,36.348,24.706000000000003,291.0,266.0,250.0,31.0,1,0,0,0,0
33,52.0,28.552000000000003,36.465,24.838,289.0,265.0,249.0,32.0,1,0,0,0,0
44,2.0,27.871000000000002,28.857000000000003,28.537000000000003,308.0,308.0,306.0,5.0,0,0,0,1,0
44,3.0,28.176000000000002,28.898000000000003,28.465000000000003,309.0,309.0,307.0,6.0,0,0,0,1,0
44,4.0,28.073,28.842000000000002,28.457,305.0,307.0,307.0,7.0,0,0,0,1,0
44,5.0,28.173000000000002,28.901000000000003,28.467000000000002,307.0,306.0,307.0,8.0,0,0,0,1,0
44,6.0,28.055000000000003,28.612000000000002,28.223000000000003,309.0,309.0,308.0,9.0,0,0,0,1,0
44,7.0,28.021,28.722,28.331000000000003,312.0,310.0,308.0,10.0,0,0,0,1,0
44,8.0,27.937,28.727,28.342000000000002,310.0,309.0,309.0,11.0,0,0,0,1,0
44,9.0,28.270000000000003,28.873,28.327,311.0,310.0,308.0,12.0,0,0,0,1,0
44,10.0,27.963,28.634,28.331000000000003,310.0,310.0,308.0,13.0,0,0,0,1,0
44,11.0,27.938000000000002,28.657,28.257,311.0,311.0,308.0,14.0,0,0,0,1,0
44,12.0,27.96,28.903000000000002,28.362000000000002,310.0,310.0,309.0,15.0,0,0,0,1,0
44,14.0,28.023000000000003,28.687,28.285,311.0,311.0,309.0,17.0,0,0,0,1,0
44,15.0,27.912000000000003,28.686000000000003,28.317,312.0,312.0,309.0,18.0,0,0,0,1,0
44,16.0,27.917,28.537000000000003,28.172,311.0,312.0,309.0,19.0,0,0,0,1,0
44,17.0,27.937,28.67,28.287000000000003,312.0,311.0,308.0,20.0,0,0,0,1,0
44,18.0,28.01,28.579,28.179000000000002,313.0,312.0,309.0,21.0,0,0,0,1,0
44,30.0,27.689,28.249000000000002,27.827,314.0,314.0,312.0,4.0,1,0,0,0,0
44,31.0,27.808000000000003,28.082,27.574,315.0,315.0,313.0,5.0,1,0,0,0,0
44,32.0,27.520000000000003,27.937,27.444000000000003,318.0,318.0,315.0,6.0,1,0,0,0,0
44,33.0,27.613000000000003,27.841,27.501,316.0,317.0,314.0,7.0,1,0,0,0,0
44,35.0,27.533,28.298000000000002,27.718,317.0,320.0,316.0,9.0,1,0,0,0,0
44,36.0,27.564,28.117,27.653000000000002,320.0,325.0,319.0,10.0,1,0,0,0,0
44,37.0,27.485000000000003,28.408,28.491000000000003,330.0,339.0,322.0,11.0,1,0,0,0,0
44,38.0,27.751,29.177000000000003,28.145000000000003,328.0,328.0,323.0,12.0,1,0,0,0,0
44,39.0,27.62,29.083000000000002,28.147000000000002,327.0,330.0,322.0,13.0,1,0,0,0,0
44,40.0,27.299000000000003,28.932000000000002,28.225,336.0,326.0,324.0,14.0,1,0,0,0,0
44,41.0,27.73,28.747000000000003,28.367,318.0,326.0,326.0,15.0,1,0,0,0,0
44,42.0,28.03,28.249000000000002,27.498,319.0,319.0,315.0,16.0,1,0,0,0,0
44,43.0,27.621000000000002,28.116000000000003,27.637,321.0,321.0,317.0,17.0,1,0,0,0,0
44,44.0,27.737000000000002,28.558000000000003,28.264000000000003,328.0,333.0,321.0,18.0,1,0,0,0,0
44,45.0,27.967000000000002,28.295,28.122000000000003,337.0,323.0,319.0,19.0,1,0,0,0,0
44,46.0,27.840000000000003,29.499000000000002,27.976000000000003,328.0,350.0,316.0,20.0,1,0,0,0,0
44,47.0,27.721,28.596,27.793000000000003,318.0,322.0,320.0,21.0,1,0,0,0,0
44,50.0,27.466,28.197000000000003,28.447000000000003,331.0,335.0,320.0,24.0,1,0,0,0,0
44,51.0,27.711000000000002,28.589000000000002,27.443,328.0,314.0,317.0,25.0,1,0,0,0,0
44,52.0,27.793000000000003,27.863000000000003,27.790000000000003,326.0,330.0,322.0,26.0,1,0,0,0,0
44,53.0,27.357000000000003,28.155,28.67,319.0,320.0,282.0,27.0,1,0,0,0,0
33,2.0,28.299000000000003,29.903000000000002,28.560000000000002,318.0,319.0,317.0,5.0,0,0,0,1,0
33,3.0,28.217000000000002,29.21,28.317,322.0,322.0,314.0,6.0,0,0,0,1,0
33,4.0,27.855,29.461000000000002,28.546000000000003,312.0,326.0,314.0,7.0,0,0,0,1,0
33,5.0,27.934,29.472,28.556,317.0,329.0,315.0,8.0,0,0,0,1,0
33,6.0,28.008000000000003,29.619000000000003,28.962000000000003,314.0,330.0,313.0,9.0,0,0,0,1,0
33,8.0,27.889000000000003,29.382,28.998,313.0,328.0,315.0,11.0,0,0,0,1,0
33,9.0,27.938000000000002,29.590000000000003,28.680000000000003,318.0,326.0,313.0,12.0,0,0,0,1,0
33,10.0,27.704,29.316000000000003,28.519000000000002,315.0,329.0,313.0,13.0,0,0,0,1,0
33,11.0,27.905,29.290000000000003,28.575000000000003,313.0,328.0,316.0,14.0,0,0,0,1,0
33,12.0,27.614,29.470000000000002,28.818,317.0,333.0,314.0,15.0,0,0,0,1,0
33,13.0,27.860000000000003,29.795,28.882,318.0,328.0,315.0,16.0,0,0,0,1,0
33,14.0,27.701,29.71,28.522000000000002,321.0,328.0,316.0,17.0,0,0,0,1,0
33,15.0,27.922,29.67,28.687,320.0,328.0,317.0,18.0,0,0,0,1,0
33,16.0,27.735000000000003,29.703000000000003,28.545,323.0,328.0,316.0,19.0,0,0,0,1,0
