year,round,driver,percThrottle,maxSpeed
2021,7,5,0.5853018372703412,325
2021,7,14,0.6131578947368421,328
2021,7,31,0.6026315789473684,328
2021,7,16,0.6279683377308707,325
2021,7,55,0.6286472148541115,325
2021,7,10,0.6200527704485488,325
2021,7,9,0.5475578406169666,325
2021,7,63,0.6047120418848168,327
2021,7,6,0.5751295336787565,328
2021,8,44,0.7094339622641509,318
2021,8,77,0.7218045112781954,319
2021,8,11,0.6992481203007519,320
2021,8,3,0.6814814814814815,321
2021,8,4,0.706766917293233,323
2021,8,5,0.6925925925925925,315
2021,8,14,0.7201492537313433,322
2021,8,31,0.6900369003690037,317
2021,8,16,0.7276119402985075,316
2021,8,55,0.7100371747211895,314
2021,8,10,0.7191011235955056,322
2021,8,9,0.6654545454545454,318
2021,8,63,0.6840148698884758,322
2021,8,6,0.6703703703703704,322
2021,9,44,0.7218045112781954,314
2021,9,77,0.7218045112781954,315
2021,9,11,0.7094339622641509,322
2021,9,3,0.7063197026022305,318
2021,9,4,0.7045454545454546,321
2021,9,5,0.7191011235955056,320
2021,9,14,0.7222222222222222,318
2021,9,31,0.6777777777777778,315
2021,9,16,0.7100371747211895,316
2021,9,55,0.7174721189591078,317
2021,9,10,0.720754716981132,322
2021,9,9,0.656934306569343,317
2021,9,63,0.6828358208955224,324
2021,9,6,0.6777777777777778,321
2021,10,44,0.6815642458100558,325
2021,10,77,0.7091412742382271,320
2021,10,11,0.7008310249307479,323
2021,10,3,0.6897506925207756,323
2021,10,4,0.7091412742382271,322
2021,10,5,0.6730769230769231,324
2021,10,14,0.7071823204419889,325
2021,10,31,0.6639118457300276,325
2021,10,16,0.6933701657458563,324
2021,10,55,0.6942148760330579,321
2021,10,10,0.6914600550964187,324
2021,10,9,0.6370967741935484,327
2021,10,63,0.6831955922865014,322
2021,10,6,0.6757493188010899,323
2021,11,44,0.5668789808917197,312
2021,11,77,0.5414012738853503,310
2021,11,11,0.5579937304075235,308
2021,11,3,0.5345911949685535,314
2021,11,4,0.5408805031446541,312
2021,11,5,0.54858934169279,311
2021,11,14,0.5566037735849056,308
2021,11,31,0.5517241379310345,308
2021,11,16,0.550314465408805,311
2021,11,55,0.5236593059936908,314
2021,11,10,0.5488958990536278,309
2021,11,9,0.4801223241590214,319
2021,11,63,0.5507692307692308,310
2021,11,6,0.5493827160493827,314
2021,12,44,0.4839357429718876,310
2021,12,77,0.4645669291338583,312
2021,12,11,0.47337278106508873,309
2021,12,3,0.48906560636182905,307
2021,12,4,0.549792531120332,314
2021,12,5,0.47410358565737054,306
2021,12,14,0.540650406504065,314
2021,12,31,0.49317738791423,303
2021,12,16,0.5132924335378323,309
2021,12,55,0.5306122448979592,313
2021,12,10,0.49206349206349204,312
2021,12,9,0.4373795761078998,304
2021,12,63,0.5250501002004008,304
2021,12,6,0.5213849287169042,313
2021,13,44,0.6167247386759582,316
2021,13,77,0.6354166666666666,314
2021,13,11,0.590443686006826,311
2021,13,3,0.6164383561643836,312
2021,13,4,0.608843537414966,308
2021,13,5,0.5850340136054422,311
2021,13,14,0.6219931271477663,314
2021,13,31,0.6082474226804123,313
2021,13,16,0.6366782006920415,308
2021,13,55,0.6366782006920415,309
2021,13,10,0.6401384083044983,309
2021,13,9,0.57,312
2021,13,63,0.6075085324232082,311
2021,13,6,0.5757575757575758,311
2021,14,44,0.7673716012084593,338
2021,14,77,0.7764350453172205,338
2021,14,11,0.7529761904761905,330
2021,14,3,0.7469879518072289,338
2021,14,4,0.7710843373493976,337
2021,14,5,0.755223880597015,335
2021,14,14,0.7529761904761905,341
2021,14,31,0.7232142857142857,340
2021,14,16,0.764179104477612,335
2021,14,55,0.7634730538922155,335
2021,14,10,0.7567567567567568,332
2021,14,9,0.6918604651162791,342
2021,14,63,0.7366863905325444,343
2021,14,6,0.7155425219941349,336
2021,15,44,0.5416666666666666,302
2021,15,77,0.5389908256880734,297
2021,15,11,0.545662100456621,302
2021,15,3,0.5486111111111112,295
2021,15,4,0.5815602836879432,296
2021,15,5,0.5158371040723982,299
2021,15,14,0.5648148148148148,299
2021,15,31,0.5034168564920274,297
2021,15,16,0.5088888888888888,298
2021,15,55,0.5751173708920188,293
2021,15,10,0.5304740406320542,301
2021,15,9,0.346723044397463,313
2021,15,63,0.5677570093457944,303
2021,15,6,0.4577777777777778,303
2021,16,44,0.672463768115942,321
2021,16,77,0.6627906976744186,324
2021,16,11,0.6685878962536023,318
2021,16,3,0.6348314606741573,319
2021,16,4,0.6522988505747126,319
2021,16,5,0.6581196581196581,320
2021,16,14,0.6907514450867052,320
2021,16,31,0.6317280453257791,327
2021,16,16,0.6734104046242775,323
2021,16,55,0.6288951841359773,320
2021,16,10,0.6791907514450867,321
2021,16,9,0.5667574931880109,328
2021,16,63,0.6610169491525424,316
2021,16,6,0.6267409470752089,330
2021,17,44,0.5788113695090439,324
2021,17,77,0.583547557840617,323
2021,17,11,0.6082474226804123,319
2021,17,3,0.558974358974359,323
2021,17,4,0.5728900255754475,323
2021,17,5,0.5050505050505051,320
2021,17,14,0.4226327944572748,314
2021,17,31,0.5555555555555556,330
2021,17,16,0.5886889460154242,323
2021,17,55,0.5933503836317136,322
2021,17,10,0.5754475703324808,323
2021,17,9,0.5248756218905473,320
2021,17,63,0.5440806045340051,322
2021,17,6,0.5525,319
2021,18,44,0.4666666666666667,348
2021,18,77,0.5095541401273885,346
2021,18,11,0.5173501577287066,338
2021,18,3,0.47648902821316613,353
2021,18,4,0.19900497512437812,332
2021,18,5,0.48297213622291024,346
2021,18,14,0.48773006134969327,343
2021,18,31,0.450920245398773,341
2021,18,16,0.46875,347
2021,18,55,0.45454545454545453,346
2021,18,10,0.49842271293375395,351
2021,18,9,0.41033434650455924,343
2021,18,63,0.47692307692307695,345
2021,18,6,0.45871559633027525,345
2021,19,44,0.6312056737588653,325
2021,19,77,0.6175438596491228,323
2021,19,11,0.6408450704225352,324
2021,19,3,0.6202090592334495,323
2021,19,4,0.6013986013986014,326
2021,19,5,0.6089965397923875,321
2021,19,14,0.6319444444444444,323
2021,19,31,0.6076388888888888,324
2021,19,16,0.6083916083916084,325
2021,19,55,0.6048951048951049,324
2021,19,10,0.6105263157894737,322
2021,19,9,0.5699658703071673,325
2021,19,63,0.6013745704467354,322
2021,19,6,0.6116838487972509,323
2021,20,44,0.7091988130563798,319
2021,20,77,0.665680473372781,321
2021,20,11,0.6900584795321637,319
2021,20,3,0.6802325581395349,324
2021,20,4,0.6705882352941176,327
2021,20,5,0.6540697674418605,323
2021,20,14,0.7088235294117647,327
2021,20,31,0.7017543859649122,325
2021,20,16,0.6783625730994152,324
2021,20,55,0.6920821114369502,323
2021,20,10,0.6893491124260355,321
2021,20,9,0.5798319327731093,335
2021,20,63,0.6530612244897959,321
2021,20,6,0.6695652173913044,329
2021,21,44,0.6923076923076923,325
2021,21,77,0.7616438356164383,323
2021,21,11,0.7726027397260274,323
2021,21,3,0.7405405405405405,325
2021,21,4,0.7486338797814208,320
2021,21,5,0.7277628032345014,321
2021,21,14,0.7654986522911051,321
2021,21,31,0.7479674796747967,322
2021,21,16,0.7520435967302452,327
2021,21,55,0.3559322033898305,312
2021,21,10,0.7622950819672131,321
2021,21,9,0.699468085106383,325
2021,21,63,0.7231182795698925,324
2021,21,6,0.7621621621621621,320
2021,22,44,0.6432748538011696,321
2021,22,77,0.6666666666666666,321
2021,22,11,0.6695652173913044,328
2021,22,3,0.654178674351585,322
2021,22,4,0.6463768115942029,322
2021,22,5,0.6571428571428571,318
2021,22,14,0.659942363112392,325
2021,22,31,0.6551724137931034,326
2021,22,16,0.6763005780346821,324
2021,22,55,0.6589595375722543,323
2021,22,10,0.6514285714285715,323
2021,22,9,0.6330532212885154,326
2021,22,63,0.6381766381766382,324
2021,22,6,0.6552706552706553,324
2022,1,63,0.6119402985074627,312
2022,1,44,0.6358208955223881,315
2022,1,1,0.6160714285714286,322
2022,1,11,0.6261127596439169,323
2022,1,16,0.6447761194029851,318
2022,1,55,0.6196319018404908,317
2022,1,3,0.6260869565217392,311
2022,1,4,0.6080691642651297,314
2022,1,14,0.6122448979591837,321
2022,1,10,0.6070381231671554,316
2022,1,6,0.5632183908045977,320
2022,1,77,0.6301775147928994,316
2022,1,24,0.5826330532212886,315
2022,1,20,0.6,320
2022,1,47,0.5780346820809249,319
2022,2,63,0.7710843373493976,323
2022,2,44,0.7114285714285714,324
2022,2,1,0.7689969604863222,333
2022,2,11,0.7384615384615385,335
2022,2,16,0.7757575757575758,326
2022,2,55,0.7728613569321534,327
2022,2,3,0.7560975609756098,321
2022,2,4,0.7228915662650602,323
2022,2,14,0.7129909365558912,328
2022,2,10,0.7192982456140351,329
2022,2,6,0.6530612244897959,325
2022,2,77,0.7659574468085106,327
2022,2,24,0.7303030303030303,328
2022,2,20,0.6909620991253644,330
2022,2,47,0.6987951807228916,327
2022,3,63,0.711864406779661,313
2022,3,44,0.7006802721088435,315
2022,3,1,0.7474048442906575,319
2022,3,11,0.7361111111111112,320
2022,3,16,0.7152777777777778,314
2022,3,55,0.6620689655172414,315
2022,3,3,0.7279151943462897,312
2022,3,4,0.7030716723549488,314
2022,3,14,0.6851211072664359,323
2022,3,10,0.7338129496402878,317
2022,3,6,0.6166666666666667,317
2022,3,77,0.6597938144329897,318
2022,3,24,0.6757679180887372,316
2022,3,20,0.6701388888888888,316
2022,3,47,0.6595744680851063,315
2022,4,63,0.65,298
2022,4,44,0.6501650165016502,298
2022,4,1,0.5446153846153846,299
2022,4,11,0.5185185185185185,301
2022,4,16,0.49700598802395207,290
2022,4,55,0.6503267973856209,297
2022,4,3,0.46745562130177515,290
2022,4,4,0.5276073619631901,288
2022,4,14,0.5368098159509203,292
2022,4,10,0.678343949044586,296
2022,4,6,0.6060606060606061,305
2022,4,77,0.4823529411764706,292
2022,4,24,0.6305732484076433,297
2022,4,20,0.5229357798165137,288
2022,4,47,0.6282051282051282,295
2022,5,63,0.5648148148148148,337
2022,5,44,0.5718654434250765,339
2022,5,1,0.5572755417956656,342
2022,5,11,0.5828220858895705,342
2022,5,16,0.5545454545454546,336
2022,5,55,0.5987841945288754,336
2022,5,3,0.5658682634730539,334
2022,5,4,0.5379939209726444,335
2022,5,14,0.5798816568047337,339
2022,5,10,0.5714285714285714,339
2022,5,6,0.5135135135135135,336
2022,5,77,0.5701219512195121,336
2022,5,24,0.538235294117647,338
2022,5,20,1.0,0
2022,5,47,0.5434782608695652,337
2022,6,63,0.5635179153094463,324
2022,6,44,0.5566343042071198,320
2022,6,1,0.5993485342019544,321
2022,6,11,0.577922077922078,322
2022,6,16,0.5882352941176471,318
2022,6,55,0.5709677419354838,320
2022,6,3,0.570957095709571,318
2022,6,4,0.5436893203883495,321
2022,6,14,0.5663430420711975,319
2022,6,10,0.5296052631578947,323
2022,6,6,0.4935483870967742,323
2022,6,77,0.5631067961165048,321
2022,6,24,0.5227272727272727,319
2022,6,20,0.5469255663430421,325
2022,6,47,0.5434083601286174,325
2022,7,63,0.4222222222222222,287
2022,7,44,0.4185185185185185,287
2022,7,1,0.45955882352941174,288
2022,7,11,0.4444444444444444,290
2022,7,16,0.449438202247191,286
2022,7,55,0.4468864468864469,289
2022,7,3,0.379182156133829,288
2022,7,4,0.4068441064638783,286
2022,7,14,0.44280442804428044,287
2022,7,10,0.39473684210526316,289
2022,7,6,0.36462093862815886,291
2022,7,77,0.4423791821561338,286
2022,7,24,0.37630662020905925,286
2022,7,20,0.3948339483394834,291
2022,7,47,0.37407407407407406,289
2022,8,63,0.6132315521628499,333
2022,8,44,0.6185567010309279,330
2022,8,1,0.6342710997442456,342
2022,8,11,0.634020618556701,336
2022,8,16,0.6527415143603134,334
2022,8,55,0.6272493573264781,332
2022,8,3,0.5973684210526315,325
2022,8,4,0.6265664160401002,324
2022,8,14,0.6099476439790575,340
2022,8,10,0.6314432989690721,332
2022,8,6,0.5645569620253165,337
2022,8,77,0.5956416464891041,329
2022,8,24,0.6053921568627451,333
2022,8,20,0.5786666666666667,338
2022,8,47,0.5785340314136126,332
2022,9,63,0.49514563106796117,298
2022,9,44,0.4803921568627451,300
2022,9,1,0.5144694533762058,306
2022,9,11,0.3524355300859599,304
2022,9,16,0.3371757925072046,300
2022,9,55,0.4887459807073955,304
2022,9,3,0.47096774193548385,297
2022,9,4,0.32577903682719545,291
2022,9,14,0.46774193548387094,304
2022,9,10,0.34293948126801155,297
2022,9,6,0.29745042492917845,308
2022,9,77,0.40063091482649843,299
2022,9,24,0.45482866043613707,301
2022,9,20,0.4565916398713826,301
2022,9,47,0.4952076677316294,303
2022,10,63,0.49206349206349204,299
2022,10,44,0.48021108179419525,298
2022,10,1,0.4894179894179894,297
2022,10,11,0.4787234042553192,299
2022,10,16,0.44327176781002636,296
2022,10,55,0.47696476964769646,296
2022,10,3,0.4368421052631579,292
2022,10,4,0.46194225721784776,295
2022,10,14,0.4883720930232558,294
2022,10,10,0.4895287958115183,291
2022,10,6,0.19271948608137046,300
2022,10,77,0.4498714652956298,296
2022,10,24,0.4789473684210526,293
2022,10,20,0.4827586206896552,296
2022,10,47,0.5,295
2022,11,63,0.6935483870967742,316
2022,11,44,0.5808823529411765,315
2022,11,1,0.6818181818181818,322
2022,11,11,0.6926229508196722,324
2022,11,16,0.6974789915966386,318
2022,11,55,0.7154811715481172,320
2022,11,3,0.632,321
2022,11,4,0.3416149068322981,321
2022,11,14,0.7086614173228346,316
2022,11,10,0.652,320
2022,11,6,0.6507936507936508,323
2022,11,77,0.6956521739130435,317
2022,11,24,0.684,319
2022,11,20,0.7053941908713693,316
2022,11,47,0.6954732510288066,319
2022,12,63,0.5901162790697675,331
2022,12,44,0.6005830903790087,329
2022,12,1,0.6070381231671554,338
2022,12,11,0.6083086053412463,337
2022,12,16,0.6124260355029586,331
2022,12,55,0.6275659824046921,332
2022,12,3,0.5878962536023055,331
2022,12,4,0.6017441860465116,329
2022,12,14,0.6253687315634219,330
2022,12,10,0.5895953757225434,330
2022,12,6,0.5752688172043011,333
2022,12,77,0.5982404692082112,330
2022,12,24,0.584045584045584,327
2022,12,20,0.5931232091690545,332
2022,12,47,0.5787965616045845,335
2022,13,63,0.5653710247349824,312
2022,13,44,0.5302013422818792,310
2022,13,1,0.5451388888888888,309
2022,13,11,0.5265017667844523,310
2022,13,16,0.558303886925795,312
2022,13,55,0.568904593639576,311
2022,13,3,0.5454545454545454,310
2022,13,4,0.5263157894736842,309
2022,13,14,0.5335689045936396,310
2022,13,10,0.5205479452054794,313
2022,13,6,0.4882943143812709,314
2022,13,77,0.5244755244755245,310
2022,13,24,0.5016949152542373,307
2022,13,20,0.5470383275261324,312
2022,13,47,0.5460750853242321,310
2022,14,63,0.6792929292929293,333
2022,14,44,0.6936708860759494,332
2022,14,1,0.6700251889168766,340
2022,14,11,0.6909547738693468,338
2022,14,16,0.6857142857142857,334
2022,14,55,0.665,344
2022,14,3,0.6666666666666666,336
2022,14,4,0.6383495145631068,334
2022,14,14,0.6886075949367089,336
2022,14,10,0.6555269922879178,336
2022,14,6,0.656641604010025,330
2022,14,77,0.6492537313432836,335
2022,14,24,0.6505102040816326,336
2022,14,20,0.6807980049875312,331
2022,14,47,0.625,332
2022,15,63,0.6037037037037037,319
2022,15,44,0.5849056603773585,318
2022,15,1,0.6190476190476191,327
2022,15,11,0.5791505791505791,327
2022,15,16,0.6046511627906976,318
2022,15,55,0.6023622047244095,322
2022,15,3,0.5441176470588235,320
2022,15,4,0.5697674418604651,318
2022,15,14,0.5709090909090909,319
2022,15,10,0.5631768953068592,325
2022,15,6,0.5215827338129496,321
2022,15,77,0.553030303030303,319
2022,15,24,0.5760869565217391,322
2022,15,20,0.5709090909090909,320
2022,15,47,0.5826771653543307,323
2022,16,63,0.7549668874172185,338
2022,16,44,0.7133757961783439,339
2022,16,1,0.7806451612903226,343
2022,16,11,0.7547770700636943,337
2022,16,16,0.7418300653594772,343
2022,16,55,0.755700325732899,340
2022,16,3,0.7156549520766773,338
2022,16,4,0.7202572347266881,342
2022,16,14,0.7287066246056783,339
2022,16,10,0.7142857142857143,342
2022,16,6,0.6825396825396826,343
2022,16,77,0.7383177570093458,341
2022,16,24,0.7012578616352201,347
2022,16,20,0.734006734006734,335
2022,16,47,0.7301587301587301,331
2022,17,63,0.35336538461538464,290
2022,17,44,0.4058679706601467,294
2022,17,1,0.35180722891566263,292
2022,17,11,0.38686131386861317,294
2022,17,16,0.3691931540342298,293
2022,17,55,0.38106796116504854,293
2022,17,3,0.30580357142857145,290
2022,17,4,0.3592233009708738,291
2022,17,14,0.38480392156862747,289
2022,17,10,0.3804878048780488,292
2022,17,6,0.29357798165137616,291
2022,17,77,0.3441108545034642,287
2022,17,24,0.3371824480369515,286
2022,17,20,0.3780487804878049,291
2022,17,47,0.3409090909090909,291
2022,18,63,0.6409495548961425,321
2022,18,44,0.6686567164179105,321
2022,18,1,0.6446540880503144,331
2022,18,11,0.6480938416422287,331
2022,18,16,0.6744868035190615,326
2022,18,55,0.652046783625731,329
2022,18,3,0.6489675516224189,325
2022,18,4,0.6276276276276276,321
2022,18,14,0.6184615384615385,326
2022,18,10,0.5895953757225434,326
2022,18,6,0.5558912386706949,330
2022,18,77,0.6407185628742516,323
2022,18,24,0.6486486486486487,323
2022,18,20,0.6144578313253012,325
2022,18,47,0.6253687315634219,324
2022,19,63,0.5758426966292135,320
2022,19,44,0.5734072022160664,320
2022,19,1,0.5653409090909091,327
2022,19,11,0.5604395604395604,324
2022,19,16,0.5988700564971752,321
2022,19,55,0.5633802816901409,321
2022,19,3,0.5353260869565217,315
2022,19,4,0.5422343324250681,320
2022,19,14,0.5603217158176944,321
2022,19,10,0.5322128851540616,320
2022,19,6,0.5193370165745856,325
2022,19,77,0.5531914893617021,319
2022,19,24,0.5397260273972603,322
2022,19,20,0.5426997245179064,318
2022,19,47,0.5422343324250681,319
2022,20,63,0.47315436241610737,346
2022,20,44,0.46853146853146854,345
2022,20,1,0.4896551724137931,349
2022,20,11,1.0,0
2022,20,16,0.48135593220338985,343
2022,20,55,0.4788273615635179,347
2022,20,3,0.4432624113475177,345
2022,20,4,0.4444444444444444,347
2022,20,14,0.47157190635451507,343
2022,20,10,0.4485049833887043,346
2022,20,6,0.4375,349
2022,20,77,0.46206896551724136,347
2022,20,24,0.44966442953020136,346
2022,20,20,0.4377104377104377,350
2022,20,47,0.4414715719063545,352
2022,21,63,0.5773584905660377,322
2022,21,44,0.56,323
2022,21,1,0.5643939393939394,328
2022,21,11,0.49280575539568344,335
2022,21,16,0.5767790262172284,324
2022,21,55,0.5205992509363296,321
2022,21,3,0.5661764705882353,326
2022,21,4,0.571969696969697,324
2022,21,14,0.5666666666666667,325
2022,21,10,0.5364963503649635,330
2022,21,6,0.4690909090909091,311
2022,21,77,0.5071428571428571,303
2022,21,24,0.5272727272727272,305
2022,21,20,0.5799256505576208,322
2022,21,47,0.4035714285714286,305
2022,22,63,0.6847133757961783,324
2022,22,44,0.6464968152866242,321
2022,22,1,0.6310679611650486,327
2022,22,11,0.656957928802589,331
2022,22,16,0.656957928802589,326
2022,22,55,0.6363636363636364,328
2022,22,3,0.6141479099678456,320
2022,22,4,0.6357827476038339,323
2022,22,14,0.629746835443038,327
2022,22,10,0.6246246246246246,325
2022,22,6,0.6178343949044586,331
2022,22,77,0.6464968152866242,324
2022,22,24,0.646875,324
2022,22,20,0.628482972136223,327
2022,22,47,0.6520376175548589,326
